Description,Account,Amount,DID,AID
VISA - 01/28 OUTBACK 4512 OREM UT 027220 VISA - 01/28 OUTBACK 4512 OREM U,Meals and Entertainment,18.95,420,539
VISA - 01/28 PREMIER VENDING SERVICES TROY MI 028597 VISA - 01/28 PREMIER VENDING SER,Meals and Entertainment,2.58,420,539
VISA - 01/28 QUICK QUACK 502 OREM UT 028523 VISA - 01/28 QUICK QUACK 502 ORE,Gas,9.99,420,516
VISA - 01/28 TAG S THRIFT OREM 801-770-4284 UT 028083 VISA - 01/28 TAG S THRIFT OREM 8,Meals and Entertainment,4.26,420,539
VISA - 01/28 UVU FOOD SERVICES OREM UT 027276 VISA - 01/28 UVU FOOD SERVICES O,Meals and Entertainment,2.37,420,539
VISA - 01/29 AUDIBLE US 888-283-5051 NJ 029948 VISA - 01/29 AUDIBLE US 888-283-,Training & Education,38.34,420,557
VISA - 01/31 PREMIER VENDING SERVICES TROY MI 031270 VISA - 01/31 PREMIER VENDING SER,Meals and Entertainment,1.53,420,539
VISA - 01/31 UVU FOOD SERVICES OREM UT 030008 VISA - 01/31 UVU FOOD SERVICES O,Meals and Entertainment,2.37,420,539
VISA - 02/02 AD&D INS CMFG LIFE 800-779-5433 IA 002354 VISA - 02/02 AD&D INS CMFG LIFE,Insurance - Disability,3.75,420,535
VISA - 02/04 GET AIR HANG TIME OREM UT 004971 VISA - 02/04 GET AIR HANG TIME O,Meals and Entertainment,34.19,420,539
VISA - 02/04 PREMIER VENDING SERVICES TROY MI 004108 VISA - 02/04 PREMIER VENDING SER,Meals and Entertainment,1.53,420,539
VISA - 02/10 HANSEN VENDING SERVICE PROVO UT 010172 VISA - 02/10 HANSEN VENDING SERV,Meals and Entertainment,1.25,420,539
VISA - 02/10 MAVERIK #399 OREM UT 010190 VISA - 02/10 MAVERIK #399 OREM U,Gas,15.23,420,516
VISA - 02/11 CHICK-FIL-A #03350 OREM UT 011547 VISA - 02/11 CHICK-FIL-A #03350,Meals and Entertainment,15.75,420,539
VISA - 02/12 MAVERIK #399 OREM UT 012489 VISA - 02/12 MAVERIK #399 OREM U,Gas,19.4,420,516
VISA - 02/12 SQ *BLUE COPPER COFFEE RO SALT LAKE CIT UT 0 VISA - 02/12 SQ *BLUE COPPER COF,Meals and Entertainment,7.74,420,539
VISA - 02/13 PREMIER VENDING SERVICES TROY MI 013830 VISA - 02/13 PREMIER VENDING SER,Meals and Entertainment,1.55,420,539
VISA - 02/13 PREMIER VENDING SERVICES TROY MI 013838 VISA - 02/13 PREMIER VENDING SER,Meals and Entertainment,2.01,420,539
VISA - 02/14 CAFE ZUPAS - LEHI LEHI UT 014093 VISA - 02/14 CAFE ZUPAS - LEHI L,Meals and Entertainment,21.51,420,539
VISA - 02/14 USA*FANTASY PHOTO BOOTH K LEHI UT 014675 VISA - 02/14 USA*FANTASY PHOTO B,office expense,5,420,540
VISA - 02/15 AUDIBLE ADBL.CO/BILL NJ 015320 VISA - 02/15 AUDIBLE ADBL.CO/BIL,Training & Education,15.97,420,557
VISA - 02/16 JUICE N JAVA OREM OREM UT 016371 VISA - 02/16 JUICE N JAVA OREM O,Meals and Entertainment,12.8,420,539
VISA - 02/16 UVU FOOD SERVICES OREM UT 015078 VISA - 02/16 UVU FOOD SERVICES O,Meals and Entertainment,2.37,420,539
VISA - 02/16 WALGREENS #9192 OREM UT 016620 VISA - 02/16 WALGREENS #9192 ORE,Supplies,29.04,420,553
VISA - 02/17 CHEVRON 0212220 OREM UT 016255 VISA - 02/17 CHEVRON 0212220 ORE,Gas,17.17,420,516
VISA - 02/17 KNEADERS OREM OREM UT 017979 VISA - 02/17 KNEADERS OREM OREM,Meals and Entertainment,18.95,420,539
VISA - 02/18 KRISPY KREME #1292 OREM UT 018767 VISA - 02/18 KRISPY KREME #1292,Meals and Entertainment,6.46,420,539
VISA - 02/18 PREMIER VENDING SERVICES TROY MI 018557 VISA - 02/18 PREMIER VENDING SER,Meals and Entertainment,1.33,420,539
VISA - 02/19 IHOP 1730 00017301 OREM UT 019172 VISA - 02/19 IHOP 1730 00017301,Meals and Entertainment,30.19,420,539
VISA - 02/20 PREMIER VENDING SERVICES TROY MI 020258 VISA - 02/20 PREMIER VENDING SER,Meals and Entertainment,1.53,420,539
VISA - 02/20 WEEBLY STARTER SITE 844-493-3259 CA 020499 VISA - 02/20 WEEBLY STARTER SITE,Advertising,14,420,513
VISA - 02/21 SQ *CUPBOPUVU RIVERTON UT 021724 VISA - 02/21 SQ *CUPBOPUVU RIVER,Meals and Entertainment,12.48,420,539
VISA - 02/21 STARBUCKS STORE 24212 OREM UT 021606 VISA - 02/21 STARBUCKS STORE 242,Meals and Entertainment,7.39,420,539
VISA - 02/22 PREMIER VENDING SERVICES TROY MI 022094 VISA - 02/22 PREMIER VENDING SER,Meals and Entertainment,2.58,420,539
VISA - 02/23 JUICE N JAVA OREM OREM UT 023953 VISA - 02/23 JUICE N JAVA OREM O,Meals and Entertainment,13.05,420,539
VISA - 02/25 FLATBREAD COMMUNITY OVEN SALT LAKE CIT UT 02 VISA - 02/25 FLATBREAD COMMUNITY,Meals and Entertainment,55.91,420,539
VISA - 02/25 PREMIER VENDING SERVICES TROY MI 025664 VISA - 02/25 PREMIER VENDING SER,Meals and Entertainment,3.14,420,539
VISA - 02/25 SQ *THE COMEDOWN OREM UT 025567 VISA - 02/25 SQ *THE COMEDOWN OR,Meals and Entertainment,10,420,539
VISA - 02/25 UVU FOOD SERVICES OREM UT 024441 VISA - 02/25 UVU FOOD SERVICES O,Meals and Entertainment,2.37,420,539
VISA - 02/27 LITTLE CAESARS 003 OREM UT 027676 VISA - 02/27 LITTLE CAESARS 003,Meals and Entertainment,9.16,420,539
VISA - 02/27 PREMIER VENDING SERVICES TROY MI 027332 VISA - 02/27 PREMIER VENDING SER,Meals and Entertainment,2.58,420,539
VISA - 02/28 FIVE GUYS SALT LAKE CIT UT 028612 VISA - 02/28 FIVE GUYS SALT LAKE,Meals and Entertainment,19.48,420,539
VISA - 02/28 UVU FOOD SERVICES OREM UT 027029 VISA - 02/28 UVU FOOD SERVICES O,Meals and Entertainment,2.37,420,539
VISA - 02/28 WENDYS #6074 OREM UT 028331 VISA - 02/28 WENDYS #6074 OREM U,Meals and Entertainment,8.07,420,539
VISA - 03/02 AD&D INS CMFG LIFE 800-779-5433 IA 002680 VISA - 03/02 AD&D INS CMFG LIFE,Insurance - Disability,3.75,420,535
VISA - 03/02 CHICK-FIL-A #03350 OREM UT 002671 VISA - 03/02 CHICK-FIL-A #03350,Meals and Entertainment,7.6,420,539
VISA - 03/02 SQ *J DAWGS OREM UT 002928 VISA - 03/02 SQ *J DAWGS OREM UT,Meals and Entertainment,6,420,539
VISA - 03/04 PREMIER VENDING SERVICES TROY MI 004945 VISA - 03/04 PREMIER VENDING SER,Meals and Entertainment,1.53,420,539
VISA - 03/05 TST* COSTA VIDA 0046 OREM UT 004685 VISA - 03/05 TST* COSTA VIDA 004,Meals and Entertainment,18.84,420,539
VISA - 03/06 LITTLE CAESARS 003 OREM UT 006029 VISA - 03/06 LITTLE CAESARS 003,Meals and Entertainment,5.39,420,539
VISA - 03/06 MAVERIK CNTRY STRE 321 PROVO UT 006339 VISA - 03/06 MAVERIK CNTRY STRE,Gas,1.91,420,516
VISA - 03/06 MAVERIK CNTRY STRE 321 PROVO UT 006676 VISA - 03/06 MAVERIK CNTRY STRE,Gas,20.97,420,516
VISA - 03/06 PREMIER VENDING SERVICES TROY MI 006115 VISA - 03/06 PREMIER VENDING SER,Meals and Entertainment,1.53,420,539
VISA - 03/06 WIGGY WASH OREM OREM UT 006800 VISA - 03/06 WIGGY WASH OREM ORE,Repair,17.1,420,520
VISA - 03/07 WIENERSCHNITZEL 298 OREM UT 006393 VISA - 03/07 WIENERSCHNITZEL 298,Meals and Entertainment,3.01,420,539
VISA - 03/08 PREMIER VENDING SERVICES TROY MI 008710 VISA - 03/08 PREMIER VENDING SER,Meals and Entertainment,1.23,420,539
VISA - 03/09 JUICE N JAVA OREM OREM UT 009665 VISA - 03/09 JUICE N JAVA OREM O,Meals and Entertainment,11.15,420,539
VISA - 03/09 PREMIER VENDING SERVICES TROY MI 009870 VISA - 03/09 PREMIER VENDING SER,Meals and Entertainment,3.29,420,539
VISA - 03/09 SQ *CUPBOP PROVO PROVO UT 009083 VISA - 03/09 SQ *CUPBOP PROVO PR,Meals and Entertainment,11.32,420,539
VISA - 03/09 SQ *VR JUNKIES UNIV OREM UT 009155 VISA - 03/09 SQ *VR JUNKIES UNIV,Meals and Entertainment,21.37,420,539
VISA - 03/09 SQ *VR JUNKIES UNIV OREM UT 009676 VISA - 03/09 SQ *VR JUNKIES UNIV,Meals and Entertainment,26.71,420,539
VISA - 03/09 UVU FOOD SERVICES OREM UT 008469 VISA - 03/09 UVU FOOD SERVICES O,Meals and Entertainment,2.37,420,539
VISA - 03/11 DNH*GODADDY.COM 480-5058855 AZ 011200 VISA - 03/11 DNH*GODADDY.COM 480,Advertising,15.17,420,513
VISA - 03/11 LITTLE CAESARS 003 OREM UT 011914 VISA - 03/11 LITTLE CAESARS 003,Meals and Entertainment,9.17,420,539
VISA - 03/11 PREMIER VENDING SERVICES TROY MI 011796 VISA - 03/11 PREMIER VENDING SER,Meals and Entertainment,4.59,420,539
VISA - 03/11 TEXAS ROADHOUSE 2284 OREM UT 010834 VISA - 03/11 TEXAS ROADHOUSE 228,Meals and Entertainment,20.79,420,539
VISA - 03/11 UVU FOOD SERVICES OREM UT 010917 VISA - 03/11 UVU FOOD SERVICES O,Meals and Entertainment,4.35,420,539
VISA - 03/12 APL* ITUNES.COM/BILL 866-712-7753 CA 011689 VISA - 03/12 APL* ITUNES.COM/BIL,Meals and Entertainment,1.06,420,539
VISA - 03/12 WENDYS #6074 OREM UT 012837 VISA - 03/12 WENDYS #6074 OREM U,Meals and Entertainment,12.68,420,539
VISA - 03/13 PREMIER VENDING SERVICES TROY MI 013015 VISA - 03/13 PREMIER VENDING SER,Meals and Entertainment,4.11,420,539
VISA - 03/14 EL AZTECA OREM UT 014250 VISA - 03/14 EL AZTECA OREM UT 0,Meals and Entertainment,10.55,420,539
VISA - 03/14 PHO PLUS OREM UT 014721 VISA - 03/14 PHO PLUS OREM UT 01,Meals and Entertainment,20.92,420,539
VISA - 03/14 SQ *UVU-CTESTING OREM UT 014729 VISA - 03/14 SQ *UVU-CTESTING OR,Employee Benefits,4,420,530
VISA - 03/15 AUDIBLE ADBL.CO/BILL NJ 015680 VISA - 03/15 AUDIBLE ADBL.CO/BIL,Training & Education,15.97,420,557
VISA - 03/15 ICEBERG OREM 8012261611 UT 015273 VISA - 03/15 ICEBERG OREM 801226,Meals and Entertainment,11.29,420,539
VISA - 03/16 TACO BELL #30725 OREM UT 016898 VISA - 03/16 TACO BELL #30725 OR,Meals and Entertainment,8.5,420,539
VISA - 03/16 UVU FOOD SERVICES OREM UT 015418 VISA - 03/16 UVU FOOD SERVICES O,Meals and Entertainment,2.37,420,539
VISA - 03/17 REDSTONE 8 CINEMA PARK CITY UT 017449 VISA - 03/17 REDSTONE 8 CINEMA P,Meals and Entertainment,20,420,539
VISA - 03/17 UVU FOOD SERVICES OREM UT 016432 VISA - 03/17 UVU FOOD SERVICES O,Meals and Entertainment,2.37,420,539
VISA - 03/18 A GOOD SPA DAY HEBER UT 018821 VISA - 03/18 A GOOD SPA DAY HEBE,Advertising,186,420,513
VISA - 03/18 CAFE RIO HEBER CITY HEBER CITY UT 018407 VISA - 03/18 CAFE RIO HEBER CITY,Meals and Entertainment,17.46,420,539
VISA - 03/18 CHEVRON 0072991 PARK CITY UT 017572 VISA - 03/18 CHEVRON 0072991 PAR,Gas,20.69,420,516
VISA - 03/18 FRANNYS RESTAURANT MIDWAY UT 018087 VISA - 03/18 FRANNYS RESTAURANT,Meals and Entertainment,22.17,420,539
VISA - 03/18 UVU FOOD SERVICES OREM UT 017534 VISA - 03/18 UVU FOOD SERVICES O,Meals and Entertainment,2.37,420,539
VISA - 03/18 VINTO PARK CITY UT 018404 VISA - 03/18 VINTO PARK CITY UT,Meals and Entertainment,35.51,420,539
VISA - 03/18 VISTAPR*VISTAPRINT.COM 866-8936743 MA 017370 VISA - 03/18 VISTAPR*VISTAPRINT.,Advertising,38.99,420,513
VISA - 03/18 VISTAPR*VISTAPRINT.COM 866-8936743 MA 017872 VISA - 03/18 VISTAPR*VISTAPRINT.,Advertising,60.99,420,513
VISA - 03/19 CHICKS CAFE INC HEBER CITY UT 019167 VISA - 03/19 CHICKS CAFE INC HEB,Meals and Entertainment,23.78,420,539
VISA - 03/19 REDBOX *DVD RENTAL 866-733-2693 IL 019511 VISA - 03/19 REDBOX *DVD RENTAL,Meals and Entertainment,3.21,420,539
VISA - 03/20 WEEBLY STARTER SITE 844-493-3259 CA 020261 VISA - 03/20 WEEBLY STARTER SITE,Advertising,14,420,513
VISA - 03/22 PREMIER VENDING SERVICES TROY MI 022579 VISA - 03/22 PREMIER VENDING SER,Meals and Entertainment,1.53,420,539
VISA - 04/10 VLOOKOPTICAL ONLINE SHOP GB 009346 VISA - 04/10 VLOOKOPTICAL ONLINE,Personal,40.21,420,541
VISA - 04/11 ETSY.COM 718-8557955 NY 011010 VISA - 04/11 ETSY.COM 718-855795,Personal,130.71,420,541
VISA - 04/12 FIFTY FIFTY BOTTLES 503-4865009 OR 009297 VISA - 04/12 FIFTY FIFTY BOTTLES,Personal,33.97,420,541
VISA - 04/23 SP * NIBBLE AND REST U SYDNEY AU 023072 VISA - 04/23 SP * NIBBLE AND RES,Personal,30.2,420,541
VISA - 05/03 ETSY.COM 718-8557955 NY 002546 VISA - 05/03 ETSY.COM 718-855795,Personal,19.9,420,541
VISA - 05/07 HOBBY LOBBY # 448 OREM UT 007522 VISA - 05/07 HOBBY LOBBY # 448 O,Personal,39.62,420,541
VISA - 05/22 ETSY.COM 718-8557955 NY 021911 VISA - 05/22 ETSY.COM 718-855795,Personal,348.57,420,541
VISA - 07/01 UBER EATS HELP.UBER.COM CA 001385 VISA - 07/01 UBER EATS HELP.UBER,Personal,15.35,420,541
VISA - 07/24 ETSY.COM - LILMESTORE 718-8557955 NY 024897 VISA - 07/24 ETSY.COM - LILMESTO,Personal,20.35,420,541
VISA - 11/19 ETSY.COM - HARTANDSOULAP 844-6593879 NY 0196 VISA - 11/19 ETSY.COM - HARTANDS,Personal,21.19,420,541
VISA - 11/27 ETSY.COM - MULTIPLE SHOPS 718-8557955 NY 027 VISA - 11/27 ETSY.COM - MULTIPLE,Personal,49.4,420,541
VISA - 11/29 SP * LUXOME PRODUCTS 8554589663 MI 029649 VISA - 11/29 SP * LUXOME PRODUCT,Supplies,100.82,420,553
VISA - 12/07 ETSY.COM - CAROLINACREATI 718-8557955 NY 006 VISA - 12/07 ETSY.COM - CAROLINA,Personal,6.44,420,541
VISA - 12/17 APPLE CASH 1INFINITELOOP CA 016802 VISA - 12/17 APPLE CASH 1INFINIT,Dues & Subscriptions,160,420,529
VISA - 12/29 DOMINO'S PIZZA 7502 OREM UT 029483 VISA - 12/29 DOMINO'S PIZZA 7502,Meals and Entertainment,36.26,420,539
VISA - 12/30 PREMIER VENDING SERVICES TROY MI 030155 VISA - 12/30 PREMIER VENDING SER,Meals and Entertainment,1.23,420,539
VISA - 12/30 ROBERT G DURRANS MD PC 801-7249840 UT 030774 VISA - 12/30 ROBERT G DURRANS MD,Employee Benefits,85.26,420,530
"VISA - WA SEATTLE, AMAZON.COM AMAZON.COM VISA - WA SEATTLE, AMAZON.COM AM",Supplies,26.56,420,553
VISTAPR*vistaprint.com 866-61480 02 MA        12/19,Advertising,11.15,421,513
VISTAPR*VistaPrint.com 866-89367 43 MA        02/02,Advertising,30.46,421,513
VISTAPR*VistaPrint.com 866-89367 43 MA        09/02,Advertising,29.7,421,513
VOGMASK 650-678-8652 CA 08/16,Supplies,33,422,553
WAL Wal-Mart Super 042 OREM UT 843358  02/20,Supplies,43.4,423,553
WAL Wal-Mart Super 122 OREM UT 850745  03/09,Supplies,28.15,423,553
WAL Wal-Mart Super 142 OREM UT 134351  08/26,Personal Expenses,10.05,423,572
WAL Wal-Mart Super 320 OREM UT 513634  10/05,office expense,19.26,423,540
WAL Wal-Mart Super 512 SPRINGVIL LE UT132503  08/22,office expense,1.03,423,540
WAL Wal-Mart Super 551 OREM UT 249752  03/07,Supplies,53.96,423,553
WAL Wal-Mart Super 642 OREM UT 814233  12/16,Personal Expenses,62.34,423,572
WAL Wal-Mart Super 821 RIVERTON UT   705311  09/29,Personal Expenses,42.73,423,572
WAL Wal-Mart Super 920 OREM UT 270962  04/18,office expense,75.31,423,540
WALGREENS #9192 OREM UT 01/29,Supplies,48.18,424,553
WALGREENS STORE 10429 SOUTH JORD AN UT660049  08/28,Personal Expenses,9.17,424,572
WALGREENS STORE 10429 SOUTH JORD AN UT746879  05/30,Personal Expenses,26.29,424,572
WALGREENS STORE 10429 SOUTH JORD AN UT813814  12/26,Supplies,2.66,424,553
WALGREENS STORE 10429 SOUTH JORD AN UT923223  12/26,Supplies,6.36,424,553
WALGREENS STORE 12623 RIVERTON U T    755976  02/23,Personal Expenses,30.08,424,572
WALGREENS STORE 1660 WEST DES MO IN IA841023  07/19,Personal Expenses,8.99,424,572
WALGREENS STORE 2627 P LONG BEAC H CA 918653  02/10,Personal Expenses,12.99,424,572
WALGREENS STORE 763 N OREM UT 406658  07/03,Supplies,29.9,424,553
WALGREENS STORE 763 N OREM UT 551371  01/10,Personal Expenses,4.9,424,572
WALGREENS STORE 763 N OREM UT 725893  08/28,Supplies,17.09,424,553
WALGREENS STORE 763 N OREM UT 860442  12/21,Supplies,32.03,424,553
WALGREENS STORE 763 N OREM UT 918420  08/18,Personal Expenses,27.53,424,572
WALGREENS STORE 850 S OREM UT 530869  09/11,Personal Expenses,9.7,424,572
WALGREENS STORE 850 S OREM UT 800670  08/23,Supplies,22.07,424,553
WAL-MART #1768 OREM UT 741515  12/03,Supplies,21.16,423,553
WAL-MART #5214 KISSIMMEE FL 12/20,Groceries,19.3,423,568
WAL-MART #5214 KISSIMMEE FL 678784  12/16,Groceries,65.46,423,568
WAYFAIR*Wayfair wayfair.com MA 11/29,Personal,347.48,425,541
WEB UTILITIES 801-2297275 UT 07/29,Utilities,207.61,426,560
WENDYS #6074 OREM UT 02/04,Meals and Entertainment,10.3,427,539
WENDYS #6074 OREM UT 02/19,Meals and Entertainment,6.34,427,539
WENDYS #6074 OREM UT 03/08,Meals and Entertainment,7.85,427,539
WENDYS #6074 OREM UT 03/26,Meals and Entertainment,11.83,427,539
WENDYS #6074 OREM UT 04/03,Meals and Entertainment,6.37,427,539
WENDYS #6074 OREM UT 06/02,Meals and Entertainment,11.78,427,539
WENDYS #6074 OREM UT 08/09,Meals and Entertainment,6.98,427,539
WENDYS #6074 OREM UT 08/31,Meals and Entertainment,7.39,427,539
WENDYS #6074 OREM UT 11/07,Meals and Entertainment,7.99,427,539
WENDYS #6074 OREM UT 11/09,Meals and Entertainment,15.27,427,539
WENDYS #6074 OREM UT 12/15,Meals and Entertainment,2.04,427,539
WENDYS #6095 TAYLORSVILLE UT 07/10,Meals and Entertainment,3.34,427,539
WHISKEY STREET TAYLORSVILLE UT 08/12,Meals and Entertainment,46,428,539
WHOLEFDS VEN 103 225 L VENICE CA 641777  10/20,Supplies,17.42,429,553
WHOLEFDS VEN 103 225 L VENICE CA 847852  10/21,Supplies,15.37,429,553
WIENERSCHNITZEL 298 OREM UT 07/09,Meals and Entertainment,12.46,430,539
WIENERSCHNITZEL 298 OREM UT 12/01,Meals and Entertainment,5.26,430,539
WILD IVY BLOW DRY BA AMERICAN FO RK UT        10/15,Personal,24.38,431,541
WISH.COM 800-266-0172 CA 06/14,Supplies,7,432,553
WISH.COM 800-266-0172 CA 06/14,Supplies,9,432,553
WISH.COM 800-266-0172 CA 07/06,Supplies,2,432,553
WISH.COM 800-266-0172 CA 07/06,Supplies,1.95,432,553
WISH.COM 800-266-0172 CA 07/13,Supplies,5.27,432,553
WISH.COM 800-266-0172 CA 07/13,Supplies,8.7,432,553
WISH.COM 800-266-0172 CA 07/24,Supplies,2,432,553
WISH.COM 800-266-0172 CA 07/25,Supplies,3,432,553
WISH.COM 800-266-0172 CA 08/10,Supplies,4.9,432,553
WISH.COM 800-266-0172 CA 08/10,Supplies,4,432,553
WISH.COM 800-266-0172 CA 09/05,Supplies,7,432,553
WISH.COM 800-266-0172 CA 09/25,Supplies,11,432,553
WISH.COM 800-266-0172 CA 10/15,Supplies,5,432,553
WITHDRAWAL,Eye Lash,2541,433,546
WITHDRAWAL,Rent or Lease,750,433,550
WIX.COM*132147352 800-6000949 NY 05/13,Advertising,16,434,513
WIX.COM*133397091 800-600-0949 C A            06/11,Advertising,16,434,513
WIX.COM*134663147 800-6000949 NY 07/11,Advertising,16,434,513
WIX.COM*135922185 800-600-0949 C A            08/11,Advertising,16,434,513
WIX.COM*137275966 800-600-0949 C A            09/11,Advertising,16,434,513
WIX.COM*138616102 800-6000949 NY 10/11,Advertising,16,434,513
WIX.COM*149514911 800-6000949 NY 11/11,Advertising,16,434,513
WIX.COM*163678782 800-6000949 NY 12/11,Advertising,16,434,513
WIX.COM*293900631 800-600-0949 C A            08/24,Advertising,84,434,513
WIX.COM*293901041 800-6000949 NY 08/24,Advertising,9.9,434,513
WIX.COM*493727993 800-6000949 NY 08/12,Advertising,228.85,434,513
WM SUPERCENTER # KNOXVILLE (SW T N    063523  07/30,Personal Expenses,23.78,435,572
WM SUPERCENTER # LINDON UT 027326  03/28,Supplies,63.63,435,553
WM SUPERCENTER # OREM UT 022847  07/14,Personal Expenses,49.9,435,572
WM SUPERCENTER # OREM UT 045552  01/02,Groceries,89.2,435,568
WM SUPERCENTER # OREM UT 047572  10/15,Personal Expenses,55.5,435,572
WM SUPERCENTER # OREM UT 056901  10/17,Supplies,31.35,435,553
WM SUPERCENTER # SPANISH FORK UT 065092  10/13,Personal Expenses,20.24,435,572
WPY*David Lyddall on 855-469-372 9 CA         09/07,office expense,20,436,540
WPY*GoFundMe 855-4693729 CA 01/11,Personal,6,437,541
WPY*GoFundMe 866-819-1294 CA 10/28,Personal,1.25,437,541
WPY*Jacob Evans 855-469-3729 CA 10/09,office expense,20,438,540
WPY*LAS VEGAS VICTIMS 855-469-37 29 CA        10/02,Meals and Entertainment,20,439,539
WPY*Medical and Memor 866-819-12 94 CA        10/28,Medical Costs,25,440,569
WPY*Sydneys aggressive 855-46937 29 CA        01/11,Charitable Contributions,60,441,567
WPY*YouCaring 855-469-3729 CA 09/07,Supplies,3,442,553
WPY*YouCaring 855-469-3729 CA 10/09,Supplies,3,442,553
WWW.NASTYGAL.COM ONLINE 01/13,Clothing,24.69,443,525
WWW.POMELOTRAVEL.COM HTTPSWWW.PO ME UT        01/05,Travel,36,444,558
YMAD.ORG YMAD.ORG UT 10/24,office expense,25,445,540
ZAO ASIAN CAFE - OREM OREM UT 01/09,Meals and Entertainment,8.93,446,539
ZAO DISTRICT SOUTH JORDAN UT 01/09,Meals and Entertainment,8.55,446,539
ZENREZ.COM 8054558703 CA 01/13,Advertising,15,447,513
ZENREZ.COM 8054558703 CA 01/15,Advertising,13,447,513
ZENREZ.COM 8054558703 CA 02/12,Advertising,13,447,513
ZENREZ.COM STRIPE.COM CA 02/05,Advertising,13,447,513
chev,Meals and Entertainment,8.9,68,539
chev,Meals and Entertainment,12.0,68,539
chev,Meals and Entertainment,1.0,68,539
holiday,Meals and Entertainment,3.0,155,539
test,Legal & Professional Fees,23.0,364,538
walmart,office expense,23.0,423,540
7elve,Auto:Gas,15.0,5,516
test,Legal & Professional Fees,12.0,364,538
test,Legal & Professional Fees,12.0,364,538
amaz,Product:Eye Lash,12.0,18,546
AMAZ,Product:Eye Lash,12.0,18,546
AMZAON,Meals and Entertainment,12.0,446,539
0423 Amazon.com*HF42B3 Amzn.com/billWA,Product:Eye Lash,121.0,18,546
0423 Amazon.com*HF42B3 Amzn.com/,Product:Eye Lash,12.0,18,546
0423 Amazon.com*HF42B3 Amzn.com/billing,Product:Eye Lash,123.0,18,546
Amazon,Product:Eye Lash,12.0,18,546
